ENSG00000228572.7,ENST00000431238.7
ENSG00000165192.14,ENST00000485437.2
ENSG00000165195.16,ENST00000635631.1
ENSG00000165195.16,ENST00000542278.6
ENSG00000165195.16,ENST00000333590.6
ENSG00000165195.16,ENST00000635045.1
ENSG00000165195.16,ENST00000635598.1
ENSG00000165195.16,ENST00000637626.1
ENSG00000165195.16,ENST00000638131.1
ENSG00000165195.16,ENST00000637296.1
ENSG00000165195.16,ENST00000634582.1
ENSG00000165195.16,ENST00000482148.6
ENSG00000165195.16,ENST00000634640.1
ENSG00000165195.16,ENST00000475746.1
ENSG00000165195.16,ENST00000463173.1
ENSG00000165195.16,ENST00000635480.1
ENSG00000165195.16,ENST00000634286.1
ENSG00000165195.16,ENST00000474662.2
ENSG00000165195.16,ENST00000637799.1
ENSG00000165195.16,ENST00000634484.1
ENSG00000165195.16,ENST00000635543.1
ENSG00000165197.5,ENST00000297904.4
ENSG00000165197.5,ENST00000488351.1
ENSG00000087842.11,ENST00000492432.5
ENSG00000087842.11,ENST00000380420.10
ENSG00000087842.11,ENST00000380421.3
ENSG00000087842.11,ENST00000484433.1
ENSG00000087842.11,ENST00000476381.5
ENSG00000087842.11,ENST00000471725.1
ENSG00000102010.15,ENST00000357607.6
ENSG00000102010.15,ENST00000348343.11
ENSG00000102010.15,ENST00000463891.1
ENSG00000102010.15,ENST00000342014.6
ENSG00000102010.15,ENST00000489983.1
ENSG00000130234.13,ENST00000679212.1
ENSG00000130234.13,ENST00000679162.1
ENSG00000130234.13,ENST00000679278.1
ENSG00000130234.13,ENST00000678046.1
ENSG00000130234.13,ENST00000677282.1
ENSG00000130234.13,ENST00000680121.1
ENSG00000130234.13,ENST00000427411.2
ENSG00000130234.13,ENST00000678073.1
ENSG00000130234.13,ENST00000252519.8
ENSG00000130234.13,ENST00000471548.5
ENSG00000130234.13,ENST00000473851.1
ENSG00000285602.1,ENST00000649243.1
ENSG00000225833.1,ENST00000421585.1
ENSG00000147003.7,ENST00000380342.4
ENSG00000147003.7,ENST00000650271.1
ENSG00000237539.1,ENST00000334569.3
ENSG00000186312.10,ENST00000380336.5
ENSG00000186312.10,ENST00000448692.5
ENSG00000186312.10,ENST00000380334.6
ENSG00000186312.10,ENST00000380333.5
ENSG00000186312.10,ENST00000380331.5
ENSG00000186312.10,ENST00000435806.2
ENSG00000169239.13,ENST00000498004.5
ENSG00000169239.13,ENST00000318636.8
ENSG00000169239.13,ENST00000478923.1
ENSG00000169239.13,ENST00000474624.5
ENSG00000169239.13,ENST00000380319.2
ENSG00000169239.13,ENST00000479740.5
ENSG00000169239.13,ENST00000380313.1
ENSG00000169239.13,ENST00000454127.2
ENSG00000169239.13,ENST00000478341.1
ENSG00000169239.13,ENST00000496188.1
ENSG00000279413.1,ENST00000624824.1
ENSG00000200620.1,ENST00000363750.1
ENSG00000288680.1,ENST00000679777.1
ENSG00000281371.1,ENST00000630399.1
ENSG00000169249.14,ENST00000690252.1
ENSG00000169249.14,ENST00000691502.1
ENSG00000169249.14,ENST00000380308.7
ENSG00000169249.14,ENST00000307771.8
ENSG00000169249.14,ENST00000468028.1
ENSG00000169249.14,ENST00000684799.1
ENSG00000182287.15,ENST00000672987.1
ENSG00000182287.15,ENST00000329235.6
ENSG00000182287.15,ENST00000673445.1
ENSG00000182287.15,ENST00000452376.5
ENSG00000182287.15,ENST00000671830.1
ENSG00000182287.15,ENST00000672063.1
ENSG00000182287.15,ENST00000545766.7
ENSG00000182287.15,ENST00000380291.5
ENSG00000182287.15,ENST00000450644.2
ENSG00000182287.15,ENST00000479184.2
ENSG00000182287.15,ENST00000673591.1
ENSG00000289237.1,ENST00000692810.1
ENSG00000200566.1,ENST00000363696.1
ENSG00000226536.1,ENST00000412724.1
ENSG00000126010.6,ENST00000380289.3
ENSG00000238178.7,ENST00000422438.5
ENSG00000238178.7,ENST00000454712.7
ENSG00000238178.7,ENST00000435789.1
ENSG00000182798.10,ENST00000400004.6
ENSG00000182798.10,ENST00000400003.1
ENSG00000215313.3,ENST00000443382.1
ENSG00000235071.1,ENST00000447112.1
ENSG00000239333.3,ENST00000463595.3
ENSG00000047230.15,ENST00000359276.9
ENSG00000047230.15,ENST00000443824.5
ENSG00000047230.15,ENST00000380241.7
ENSG00000047230.15,ENST00000483053.1
ENSG00000047230.15,ENST00000455276.1
ENSG00000265144.1,ENST00000584298.1
ENSG00000169906.5,ENST00000380200.3
ENSG00000169895.6,ENST00000380155.4
ENSG00000169895.6,ENST00000495743.1
ENSG00000238709.1,ENST00000458744.1
ENSG00000086712.13,ENST00000398155.4
ENSG00000086712.13,ENST00000380122.10
ENSG00000086712.13,ENST00000485153.1
ENSG00000230180.1,ENST00000441100.1
ENSG00000102054.18,ENST00000425696.5
ENSG00000102054.18,ENST00000380087.7
ENSG00000102054.18,ENST00000330735.7
ENSG00000102054.18,ENST00000465244.1
ENSG00000102054.18,ENST00000380084.8
ENSG00000102054.18,ENST00000404022.5
ENSG00000102054.18,ENST00000481586.1
ENSG00000102054.18,ENST00000444437.5
ENSG00000102054.18,ENST00000416035.1
ENSG00000102054.18,ENST00000486166.1
ENSG00000102054.18,ENST00000468092.1
ENSG00000102054.18,ENST00000493145.1
ENSG00000222736.1,ENST00000410804.1
ENSG00000223498.1,ENST00000426556.1
ENSG00000199410.1,ENST00000362540.1
ENSG00000169891.18,ENST00000357277.8
ENSG00000169891.18,ENST00000303843.7
ENSG00000169891.18,ENST00000481792.1
ENSG00000169891.18,ENST00000469714.1
ENSG00000169891.18,ENST00000470686.1
ENSG00000201467.1,ENST00000364597.1
ENSG00000214322.3,ENST00000453841.1
ENSG00000214321.3,ENST00000439415.1
ENSG00000238764.1,ENST00000458802.1
ENSG00000188158.17,ENST00000676302.1
ENSG00000188158.17,ENST00000380060.7
ENSG00000188158.17,ENST00000398097.7
ENSG00000188158.17,ENST00000617601.4
ENSG00000188158.17,ENST00000648929.1
ENSG00000188158.17,ENST00000615422.2
ENSG00000188158.17,ENST00000485305.1
ENSG00000188158.17,ENST00000690213.1
ENSG00000188158.17,ENST00000690608.1
ENSG00000265465.1,ENST00000585270.1
ENSG00000235834.1,ENST00000433228.1
ENSG00000230020.1,ENST00000452788.1
ENSG00000226153.1,ENST00000427102.1
ENSG00000047634.15,ENST00000398080.5
ENSG00000047634.15,ENST00000380045.7
ENSG00000047634.15,ENST00000380043.7
ENSG00000047634.15,ENST00000380041.8
ENSG00000047634.15,ENST00000427362.2
ENSG00000047634.15,ENST00000419185.1
ENSG00000047634.15,ENST00000487842.1
ENSG00000227873.1,ENST00000445666.1
ENSG00000131831.18,ENST00000415486.7
ENSG00000131831.18,ENST00000451717.6
ENSG00000131831.18,ENST00000360011.5
ENSG00000131831.18,ENST00000331511.5
ENSG00000131831.18,ENST00000545871.1
ENSG00000131831.18,ENST00000509491.2
ENSG00000276467.1,ENST00000615011.1
ENSG00000225066.1,ENST00000418200.1
ENSG00000225882.1,ENST00000453902.1
ENSG00000177324.14,ENST00000380033.9
ENSG00000177324.14,ENST00000380030.4
ENSG00000102098.19,ENST00000251900.9
ENSG00000102098.19,ENST00000420857.6
ENSG00000102098.19,ENST00000398048.4
ENSG00000102098.19,ENST00000491988.1
ENSG00000102098.19,ENST00000665583.1
ENSG00000235211.4,ENST00000416049.2
ENSG00000207025.1,ENST00000384298.1
ENSG00000008086.13,ENST00000379996.7
ENSG00000008086.13,ENST00000623535.2
ENSG00000008086.13,ENST00000674046.1
ENSG00000008086.13,ENST00000635828.1
ENSG00000008086.13,ENST00000637881.1
ENSG00000008086.13,ENST00000379989.6
ENSG00000008086.13,ENST00000624953.1
ENSG00000008086.13,ENST00000623364.3
ENSG00000008086.13,ENST00000624700.3
ENSG00000008086.13,ENST00000463994.4
ENSG00000008086.13,ENST00000636046.1
ENSG00000008086.13,ENST00000623610.1
ENSG00000008086.13,ENST00000673617.1
ENSG00000236187.1,ENST00000415117.1
ENSG00000102104.9,ENST00000379984.4
ENSG00000102104.9,ENST00000476595.1
ENSG00000086717.19,ENST00000689646.1
ENSG00000086717.19,ENST00000361511.9
ENSG00000086717.19,ENST00000472826.6
ENSG00000086717.19,ENST00000692488.1
ENSG00000086717.19,ENST00000471570.6
ENSG00000086717.19,ENST00000496616.6
ENSG00000086717.19,ENST00000379962.4
ENSG00000086717.19,ENST00000470157.2
ENSG00000086717.19,ENST00000496075.2
ENSG00000086717.19,ENST00000349874.10
ENSG00000237221.1,ENST00000430641.1
ENSG00000196564.4,ENST00000358001.4
ENSG00000224224.1,ENST00000439908.1
ENSG00000237836.6,ENST00000452900.5
ENSG00000237836.6,ENST00000654006.1
ENSG00000237836.6,ENST00000439295.1
ENSG00000044446.12,ENST00000379942.5
ENSG00000044446.12,ENST00000481718.1
ENSG00000044446.12,ENST00000469485.5
ENSG00000044446.12,ENST00000473597.1
ENSG00000044446.12,ENST00000473739.5
ENSG00000044446.12,ENST00000469645.5
ENSG00000044446.12,ENST00000486231.2
ENSG00000044446.12,ENST00000464455.1
ENSG00000266710.2,ENST00000579283.2
ENSG00000286724.1,ENST00000655807.1
ENSG00000286724.1,ENST00000662768.1
ENSG00000286724.1,ENST00000658230.1
ENSG00000286724.1,ENST00000663465.1
ENSG00000173698.18,ENST00000379869.8
ENSG00000173698.18,ENST00000379873.6
ENSG00000173698.18,ENST00000379876.5
ENSG00000173698.18,ENST00000379878.7
ENSG00000173698.18,ENST00000354791.7
ENSG00000173698.18,ENST00000357991.7
ENSG00000173698.18,ENST00000357544.7
ENSG00000173698.18,ENST00000360279.8
ENSG00000173698.18,ENST00000356606.8
ENSG00000173698.18,ENST00000340581.3
ENSG00000173698.18,ENST00000479496.1
ENSG00000131828.14,ENST00000540249.5
ENSG00000131828.14,ENST00000696704.1
ENSG00000131828.14,ENST00000379805.4
ENSG00000131828.14,ENST00000355808.10
ENSG00000131828.14,ENST00000696705.1
ENSG00000131828.14,ENST00000422285.7
ENSG00000131828.14,ENST00000423505.6
ENSG00000131828.14,ENST00000492364.1
ENSG00000131828.14,ENST00000417819.6
ENSG00000131828.14,ENST00000479146.1
ENSG00000131828.14,ENST00000481733.2
ENSG00000131828.14,ENST00000379804.1
ENSG00000131828.14,ENST00000478795.1
ENSG00000180815.15,ENST00000518578.5
ENSG00000180815.15,ENST00000359173.7
ENSG00000180815.15,ENST00000338883.9
ENSG00000180815.15,ENST00000470101.1
ENSG00000202144.1,ENST00000365274.1
ENSG00000275800.1,ENST00000618904.1
ENSG00000147010.18,ENST00000397821.8
ENSG00000147010.18,ENST00000379716.5
ENSG00000147010.18,ENST00000379698.8
ENSG00000147010.18,ENST00000379726.7
ENSG00000147010.18,ENST00000379697.7
ENSG00000147010.18,ENST00000494961.5
ENSG00000147010.18,ENST00000477102.1
ENSG00000147010.18,ENST00000432234.5
ENSG00000147010.18,ENST00000431164.1
ENSG00000173681.17,ENST00000379682.9
ENSG00000173681.17,ENST00000379687.8
ENSG00000173681.17,ENST00000451208.1
ENSG00000173681.17,ENST00000456553.1
ENSG00000173681.17,ENST00000472158.5
ENSG00000173681.17,ENST00000466702.1
ENSG00000173681.17,ENST00000471203.1
ENSG00000173681.17,ENST00000340625.3
ENSG00000206663.1,ENST00000383936.1
ENSG00000184368.16,ENST00000379651.7
ENSG00000184368.16,ENST00000379643.10
ENSG00000184368.16,ENST00000443379.7
ENSG00000184368.16,ENST00000452324.3
ENSG00000184368.16,ENST00000466145.1
ENSG00000264566.3,ENST00000579846.3
ENSG00000173674.11,ENST00000379607.10
ENSG00000173674.11,ENST00000379593.1
ENSG00000201882.1,ENST00000365012.1
ENSG00000201592.1,ENST00000364722.1
ENSG00000225037.1,ENST00000424026.1
ENSG00000177189.14,ENST00000379565.9
ENSG00000177189.14,ENST00000643085.1
ENSG00000177189.14,ENST00000645270.1
ENSG00000177189.14,ENST00000643402.1
ENSG00000177189.14,ENST00000644368.1
ENSG00000177189.14,ENST00000647265.1
ENSG00000177189.14,ENST00000645268.1
ENSG00000177189.14,ENST00000457145.6
ENSG00000177189.14,ENST00000643073.1
ENSG00000177189.14,ENST00000646610.1
ENSG00000177189.14,ENST00000643337.1
ENSG00000177189.14,ENST00000642835.1
ENSG00000177189.14,ENST00000644893.1
ENSG00000177189.14,ENST00000479809.1
ENSG00000177189.14,ENST00000474266.1
ENSG00000177189.14,ENST00000438357.2
ENSG00000283631.1,ENST00000636738.1
ENSG00000283400.1,ENST00000636971.1
ENSG00000252978.1,ENST00000517169.1
ENSG00000283380.1,ENST00000636678.1
ENSG00000283380.1,ENST00000636317.1
ENSG00000283380.1,ENST00000637444.1
ENSG00000283380.1,ENST00000636450.1
ENSG00000283380.1,ENST00000637843.1
ENSG00000283546.1,ENST00000637785.1
ENSG00000206716.1,ENST00000383989.1
ENSG00000149970.16,ENST00000642501.1
ENSG00000149970.16,ENST00000642359.1
ENSG00000149970.16,ENST00000643841.1
ENSG00000149970.16,ENST00000645038.1
ENSG00000149970.16,ENST00000379510.5
ENSG00000149970.16,ENST00000425654.7
ENSG00000149970.16,ENST00000645679.1
ENSG00000149970.16,ENST00000644798.1
ENSG00000149970.16,ENST00000543067.6
ENSG00000149970.16,ENST00000644832.1
ENSG00000149970.16,ENST00000643171.1
ENSG00000149970.16,ENST00000279451.9
ENSG00000149970.16,ENST00000646175.1
ENSG00000149970.16,ENST00000645245.1
ENSG00000149970.16,ENST00000644585.1
ENSG00000149970.16,ENST00000644295.1
ENSG00000149970.16,ENST00000645074.1
ENSG00000149970.16,ENST00000645791.1
ENSG00000149970.16,ENST00000642565.1
ENSG00000149970.16,ENST00000644095.1
ENSG00000149970.16,ENST00000642460.1
ENSG00000149970.16,ENST00000643309.1
ENSG00000149970.16,ENST00000643220.1
ENSG00000149970.16,ENST00000485012.2
ENSG00000149970.16,ENST00000647532.1
ENSG00000149970.16,ENST00000647423.1
ENSG00000149970.16,ENST00000644789.1
ENSG00000149970.16,ENST00000646697.1
ENSG00000149970.16,ENST00000479158.2
ENSG00000149970.16,ENST00000480138.2
ENSG00000149970.16,ENST00000643313.1
ENSG00000149970.16,ENST00000644075.1
ENSG00000149970.16,ENST00000647349.1
ENSG00000149970.16,ENST00000643156.1
ENSG00000149970.16,ENST00000642853.1
ENSG00000149970.16,ENST00000647058.1
ENSG00000149970.16,ENST00000645539.1
ENSG00000149970.16,ENST00000646690.1
ENSG00000149970.16,ENST00000643484.1
ENSG00000149970.16,ENST00000645238.1
ENSG00000231913.1,ENST00000457739.1
ENSG00000288832.1,ENST00000689443.1
ENSG00000185915.5,ENST00000379499.3
ENSG00000091482.8,ENST00000379494.4
ENSG00000091482.8,ENST00000494525.1
ENSG00000091482.8,ENST00000646008.1
ENSG00000012174.12,ENST00000379484.10
ENSG00000012174.12,ENST00000465888.1
ENSG00000012174.12,ENST00000365779.2
ENSG00000275681.1,ENST00000618062.1
ENSG00000230797.3,ENST00000429584.3
ENSG00000206639.1,ENST00000383912.1
ENSG00000271286.1,ENST00000603134.1
ENSG00000102172.16,ENST00000404933.7
ENSG00000102172.16,ENST00000379404.5
ENSG00000102172.16,ENST00000478094.1
ENSG00000102172.16,ENST00000457085.1
ENSG00000102174.10,ENST00000379374.5
ENSG00000102174.10,ENST00000683214.1
ENSG00000102174.10,ENST00000475778.2
ENSG00000102174.10,ENST00000684143.1
ENSG00000102174.10,ENST00000684745.1
ENSG00000102174.10,ENST00000683917.1
ENSG00000102174.10,ENST00000683162.1
ENSG00000102174.10,ENST00000683289.1
ENSG00000102174.10,ENST00000682888.1
ENSG00000102174.10,ENST00000684356.1
ENSG00000102174.10,ENST00000456621.1
ENSG00000224204.1,ENST00000424650.1
ENSG00000233067.4,ENST00000669979.1
ENSG00000289084.1,ENST00000687248.1
ENSG00000289084.1,ENST00000687119.1
ENSG00000175809.6,ENST00000323684.4
ENSG00000224396.1,ENST00000415522.1
ENSG00000201095.1,ENST00000364225.1
ENSG00000231011.1,ENST00000422934.1
ENSG00000237019.1,ENST00000442155.1
ENSG00000184735.7,ENST00000327968.7
ENSG00000174028.6,ENST00000312214.5
ENSG00000228610.1,ENST00000419302.1
ENSG00000165186.12,ENST00000379361.5
ENSG00000165186.12,ENST00000456522.1
ENSG00000226774.1,ENST00000445047.1
ENSG00000123131.13,ENST00000379349.5
ENSG00000123131.13,ENST00000379341.9
ENSG00000123131.13,ENST00000495599.1
ENSG00000123131.13,ENST00000379331.3
ENSG00000123131.13,ENST00000439422.1
ENSG00000123130.17,ENST00000379303.10
ENSG00000123130.17,ENST00000336430.11
ENSG00000123130.17,ENST00000379297.5
ENSG00000123130.17,ENST00000379295.5
ENSG00000123130.17,ENST00000494361.5
ENSG00000123130.17,ENST00000473710.5
ENSG00000123130.17,ENST00000449612.2
ENSG00000123130.17,ENST00000492081.1
ENSG00000233785.1,ENST00000366134.2
ENSG00000202272.1,ENST00000365402.1
ENSG00000130066.17,ENST00000379251.7
ENSG00000130066.17,ENST00000379253.7
ENSG00000130066.17,ENST00000379254.5
ENSG00000130066.17,ENST00000379270.5
ENSG00000130066.17,ENST00000489394.5
ENSG00000130066.17,ENST00000487713.1
ENSG00000130066.17,ENST00000474223.1
ENSG00000130066.17,ENST00000462639.1
ENSG00000288706.1,ENST00000683890.1
ENSG00000184831.14,ENST00000633432.1
ENSG00000184831.14,ENST00000379226.9
ENSG00000184831.14,ENST00000634086.1
ENSG00000184831.14,ENST00000476598.1
ENSG00000184831.14,ENST00000439528.5
ENSG00000184831.14,ENST00000490078.2
ENSG00000184831.14,ENST00000633609.1
ENSG00000184831.14,ENST00000634188.1
ENSG00000184831.14,ENST00000633372.1
ENSG00000238103.4,ENST00000330965.4
ENSG00000165182.12,ENST00000379211.8
ENSG00000165182.12,ENST00000648352.1
ENSG00000165182.12,ENST00000435707.1
ENSG00000174010.10,ENST00000685367.1
ENSG00000174010.10,ENST00000689334.1
ENSG00000174010.10,ENST00000693269.1
ENSG00000174010.10,ENST00000328046.8
ENSG00000174010.10,ENST00000692681.1
ENSG00000174010.10,ENST00000684871.1
ENSG00000130741.11,ENST00000487075.1
ENSG00000130741.11,ENST00000253039.9
ENSG00000130741.11,ENST00000423068.1
ENSG00000130741.11,ENST00000460032.1
ENSG00000130741.11,ENST00000457332.1
ENSG00000201407.1,ENST00000364537.1
ENSG00000234230.1,ENST00000427551.1
ENSG00000005889.16,ENST00000497813.1
ENSG00000005889.16,ENST00000428571.5
ENSG00000005889.16,ENST00000539115.5
ENSG00000005889.16,ENST00000379188.7
ENSG00000005889.16,ENST00000419690.5
ENSG00000005889.16,ENST00000304543.10
ENSG00000005889.16,ENST00000379177.5
ENSG00000005889.16,ENST00000459724.1
ENSG00000005889.16,ENST00000480195.1
ENSG00000005889.16,ENST00000338565.3
ENSG00000005889.16,ENST00000474385.1
ENSG00000289472.1,ENST00000689980.1
ENSG00000223611.7,ENST00000486479.3
ENSG00000223731.4,ENST00000686983.1
ENSG00000223731.4,ENST00000436466.2
ENSG00000225071.1,ENST00000419089.1
ENSG00000067992.17,ENST00000493226.2
ENSG00000067992.17,ENST00000648777.1
ENSG00000067992.17,ENST00000379162.9
ENSG00000067992.17,ENST00000568479.2
ENSG00000067992.17,ENST00000688551.1
ENSG00000067992.17,ENST00000688031.1
ENSG00000214124.3,ENST00000436794.1
ENSG00000102230.14,ENST00000379144.7
ENSG00000102230.14,ENST00000379145.5
ENSG00000102230.14,ENST00000356768.8
ENSG00000102230.14,ENST00000496020.1
ENSG00000226222.3,ENST00000458741.2
ENSG00000236836.1,ENST00000432626.1
ENSG00000236487.2,ENST00000453977.2
ENSG00000101868.13,ENST00000678847.1
ENSG00000101868.13,ENST00000672178.1
ENSG00000101868.13,ENST00000379068.8
ENSG00000101868.13,ENST00000677890.1
ENSG00000101868.13,ENST00000379059.7
ENSG00000101868.13,ENST00000676703.1
ENSG00000101868.13,ENST00000611764.2
ENSG00000101868.13,ENST00000493342.1
ENSG00000101868.13,ENST00000678249.1
ENSG00000101868.13,ENST00000480125.1
ENSG00000101868.13,ENST00000677083.1
ENSG00000101868.13,ENST00000679301.1
ENSG00000101868.13,ENST00000494204.1
ENSG00000101868.13,ENST00000677939.1
ENSG00000251869.1,ENST00000516060.1
ENSG00000232472.1,ENST00000447718.1
ENSG00000004848.8,ENST00000379044.5
ENSG00000004848.8,ENST00000636885.1
ENSG00000004848.8,ENST00000637993.1
ENSG00000004848.8,ENST00000636609.1
ENSG00000004848.8,ENST00000637394.1
ENSG00000214111.3,ENST00000438281.1
ENSG00000240439.3,ENST00000469313.3
ENSG00000176812.7,ENST00000433306.1
ENSG00000229310.1,ENST00000426762.1
ENSG00000228519.3,ENST00000496795.1
ENSG00000233403.1,ENST00000423914.1
ENSG00000176774.6,ENST00000325250.2
ENSG00000232446.1,ENST00000436203.1
ENSG00000232030.3,ENST00000416929.2
ENSG00000227511.1,ENST00000444765.1
ENSG00000176746.6,ENST00000379034.1
ENSG00000232644.1,ENST00000450430.1
ENSG00000188408.5,ENST00000602297.1
ENSG00000237171.1,ENST00000446214.1
ENSG00000228464.1,ENST00000438690.1
ENSG00000231388.1,ENST00000439323.1
ENSG00000259849.2,ENST00000420915.1
ENSG00000259849.2,ENST00000569334.2
ENSG00000259849.2,ENST00000674719.1
ENSG00000236160.1,ENST00000431868.1
ENSG00000216938.3,ENST00000402913.2
ENSG00000236683.3,ENST00000415560.1
ENSG00000252491.1,ENST00000516682.1
ENSG00000242021.2,ENST00000609836.1
ENSG00000242021.2,ENST00000436019.2
ENSG00000228933.8,ENST00000422048.5
ENSG00000228933.8,ENST00000669376.1
ENSG00000228933.8,ENST00000670197.1
ENSG00000228933.8,ENST00000670482.1
ENSG00000228933.8,ENST00000671147.1
ENSG00000228933.8,ENST00000608735.2
ENSG00000228933.8,ENST00000661825.1
ENSG00000228933.8,ENST00000668407.1
ENSG00000228933.8,ENST00000669876.1
ENSG00000233807.1,ENST00000452559.1
ENSG00000252486.1,ENST00000516677.1
ENSG00000235642.1,ENST00000420305.1
ENSG00000224960.5,ENST00000412172.4
ENSG00000223391.2,ENST00000424882.2
ENSG00000238247.2,ENST00000367074.4
ENSG00000189186.11,ENST00000451261.7
ENSG00000189186.11,ENST00000578111.5
ENSG00000189186.11,ENST00000583068.5
ENSG00000189186.11,ENST00000431122.2
ENSG00000189186.11,ENST00000580017.1
ENSG00000189186.11,ENST00000545306.2
ENSG00000177689.10,ENST00000356790.2
ENSG00000177689.10,ENST00000614159.1
ENSG00000229731.1,ENST00000450488.1
ENSG00000226199.1,ENST00000432774.1
ENSG00000232834.1,ENST00000456549.1
ENSG00000228345.2,ENST00000457557.1
ENSG00000233243.1,ENST00000421897.1
ENSG00000224589.1,ENST00000449607.1
ENSG00000226372.4,ENST00000441525.4
ENSG00000277569.1,ENST00000617606.1
ENSG00000223742.1,ENST00000456037.1
ENSG00000169306.10,ENST00000378993.6
ENSG00000169306.10,ENST00000302196.5
ENSG00000226436.1,ENST00000416765.1
ENSG00000201666.1,ENST00000364796.1
ENSG00000237994.1,ENST00000424251.1
ENSG00000201356.1,ENST00000364486.1
ENSG00000227393.1,ENST00000416609.1
ENSG00000264090.1,ENST00000578142.1
ENSG00000227592.1,ENST00000441918.1
ENSG00000270794.1,ENST00000604248.1
ENSG00000099399.6,ENST00000378988.5
ENSG00000198798.6,ENST00000361644.4
ENSG00000198798.6,ENST00000620842.1
ENSG00000120289.12,ENST00000378982.4
ENSG00000214107.9,ENST00000378981.8
ENSG00000214107.9,ENST00000397550.6
